IATA_CODE,AIRPORT,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE
BVV,Burevestnik Airport,Iturup Island,Sakhalin,RU,44.92,147.62199
OHH,Okha Airport,Okha,Sakhalin,RU,53.52,142.89
EKS,Shakhtyorsk Airport,Shakhtersk,Sakhalin,RU,49.1903,142.08299
DEE,Mendeleyevo Airport,Kunashir Island,Sakhalin,RU,43.9584,145.683
ZZO,Zonalnoye Airport,Tymovskoye,Sakhalin,RU,50.6692,142.761
UUS,Yuzhno-Sakhalinsk Airport,Yuzhno-Sakhalinsk,Sakhalin,RU,46.8887,142.718
AEM,Amgu Airport,Amgu,Primorsky Krai,RU,45.84126,137.673568
TLY,Plastun Airport,Plastun,Primorskiy,RU,44.815,136.29201
VVO,Vladivostok International Airport,Vladivostok,Primorskiy,RU,43.399,132.14799
HTA,Chita-Kadala Airport,Chita,Transbaikal-Territory,RU,52.0263,113.306
BTK,Bratsk Airport,Bratsk,Irkutsk,RU,56.3706,101.698
UIK,Ust-Ilimsk Airport,Ust-Ilimsk,Irkutsk,RU,58.1361,102.565
IKT,Irkutsk Airport,Irkutsk,Irkutsk,RU,52.268,104.389
ODO,Bodaybo Airport,Bodaybo,Irkutsk,RU,57.8661,114.243
ERG,Yerbogachen Airport,Erbogachen,Irkutsk,RU,61.275,108.03
KCK,Kirensk Airport,Kirensk,Irkutsk,RU,57.773,108.064
UKX,Ust-Kut Airport,Ust-Kut,Irkutsk,RU,56.8567,105.73
UUD,Ulan-Ude Airport (Mukhino),Ulan Ude,Respublika-Buryatiya,RU,51.8078,107.438
KBP,Boryspil International Airport,Kyiv,Kyiv,UA,50.345,30.8947
MXR,Myrhorod Air Base,Myrhorod,Poltava Oblast,UA,49.931667,33.639444
DOK,Donetsk International Airport,Donetsk,Donetska oblast,UA,48.0736,37.7397
KRQ,Kramatorsk Airport,Kramatorsk,Donetska oblast,UA,48.7056,37.6289
MPW,Mariupol International Airport,Mariupol,Donetska oblast,UA,47.0761,37.4496
SEV,Sievierodonetsk Airport,Sievierodonetsk,Luhanska oblast,UA,48.90033,38.54167
VSG,Luhansk International Airport,Luhansk,Luhanska oblast,UA,48.4174,39.3741
ERD,Berdyansk Airport,Berdiansk,Zaporizka oblast,UA,46.815,36.7581
DNK,Dnipro International Airport,Dnipro,Dnipropetrovska oblast,UA,48.3572,35.1006
OZH,Zaporizhzhia International Airport,Zaporizhzhia,Zaporizka oblast,UA,47.867,35.3157
KWG,Kryvyi Rih International Airport,Kryvyi Rih,Kirovohradska oblast,UA,48.0433,33.21
SIP,Simferopol International Airport,Simferopol,Crimea,UA,45.0522,33.9751
KHC,Kerch Airport,Kerch,Crimea,UA,45.3725,36.4014
HRK,Kharkiv International Airport,Kharkiv,Kharkivska oblast,UA,49.9248,36.29
PLV,Poltava International Airport,Poltava,Poltavska oblast,UA,49.5686,34.3972
UMY,Sumy Airport,Sumy,Sumska oblast,UA,50.8583,34.7625
CKC,Cherkasy International Airport,Cherkasy,Cherkasy oblast,UA,49.4156,31.9953
KGO,Kropyvnytskyi Airport,Kropyvnytskyi,Kirovohrad oblast,UA,48.5428,32.285
IEV,Kyiv Zhuliany International Airport,Kyiv,Kyiv,UA,50.4017,30.4497
ZTR,Zhytomyr International Airport,Zhytomyr,Zhytomyrska oblast,UA,50.27056,28.73861
UCK,Lutsk Airport,Lutsk,Volynska oblast,UA,50.6784,25.48717
HMJ,Khmelnytskyi Airport,Khmelnytskyi,Khmelnytska oblast,UA,49.3597,26.9334
IFO,Ivano-Frankivsk International Airport,Ivano-Frankivsk,Ivano-Frankivska oblast,UA,48.8842,24.6861
LWO,Lviv International Airport,Lviv,Lvivska oblast,UA,49.8125,23.9561
CWC,Chernivtsi International Airport,Chernivtsi,Chernivetska oblast,UA,48.2593,25.9808
RWN,Rivne International Airport,Rivne,Rivnenska oblast,UA,50.6071,26.1416
TNL,Ternopil International Airport,Ternopil,Ternopilska oblast,UA,49.5242,25.7001
UDJ,Uzhhorod International Airport,Uzhhorod,Zakarpatska oblast,UA,48.6343,22.2634
ODS,Odesa International Airport,Odesa,Odeska oblast,UA,46.4268,30.6765
VIN,Havryshivka Vinnytsia International Airport,Vinnitsa,Vinnytska oblast,UA,49.24253,28.61378
ARH,Talagi Airport,Archangelsk,Arkhangelskaya,RU,64.6003,40.7167
LDG,Leshukonskoye Airport,Leshukonskoye,Arkhangelskaya,RU,64.896,45.723
NNM,Naryan Mar Airport,Naryan Mar,Nenets,RU,67.64,53.1219
CSH,Solovki Airport,Solovetsky Islands,Arkhangelskaya,RU,65.03,35.73333
AMV,Amderma Airport,Amderma,Nenets,RU,69.7633,61.5564
VRI,Varandey Airport,,Nenets,RU,68.8485,58.2014
KSZ,Kotlas Airport,Kotlas,Arkhangelskaya,RU,61.2358,46.6975
LED,Pulkovo Airport,St. Petersburg,Leningradskaya-Oblast',RU,59.8003,30.2625
KVK,Kirovsk-Apatity Airport,Apatity,Murmansk,RU,67.4633,33.5883
MMK,Murmansk Airport,Murmansk,Murmansk,RU,68.7817,32.7508
VLU,Velikiye Luki Airport,Velikiye Luki,Pskov,RU,56.3811,30.6081
PKV,Pskov Airport,Pskov,Pskov,RU,57.7839,28.3956
PES,Petrozavodsk Airport,Petrozavodsk,Karelia,RU,61.8852,34.1547
CEE,Cherepovets Airport,Cherepovets,Vologda,RU,59.27667,38.02833
VUS,Velikiy Ustyug Airport,Velikiy Ustyug,Vologda,RU,60.7883,46.26
VGD,Vologda Airport,Vologda,Vologda,RU,59.2825,39.9444
BQT,Brest Airport,Brest,Brest,BY,52.1083,23.8981
GME,Gomel Airport,Gomel,Gomel,BY,52.527,31.0167
VTB,Vitebsk East Airport,Vitebsk,Vitebsk,BY,55.1265,30.3496
KGD,Khrabrovo Airport,Kaliningrad,Kaliningrad,RU,54.89,20.5926
GNA,Hrodna Airport,Hrodna,Grodnenskaya,BY,53.602,24.0538
MSQ,Minsk International Airport,Minsk,Minsk,BY,53.8825,28.0307
MVQ,Mogilev Airport,Mogilev,Mogilev,BY,53.9549,30.0951
ABA,Abakan Airport,Abakan,Khakasiya,RU,53.74,91.385
BAX,Barnaul Airport,Barnaul,Altai-Krai,RU,53.3638,83.5385
RGK,Gorno-Altaysk Airport,Gorno-Altaysk,Altai,RU,51.9667,85.8333
KEJ,Kemerovo Airport,Kemerovo,Kemerovo,RU,55.2701,86.1072
EIE,Yeniseysk Airport,Yeniseysk,Krasnoyarskiy,RU,58.4742,92.1125
TGP,Podkamennaya Tunguska Airport,Bor,Krasnoyarskiy,RU,61.5897,89.994
KJA,Yemelyanovo Airport,Krasnoyarsk,Krasnoyarskiy,RU,56.1729,92.4933
ACS,Achinsk Airport,Achinsk,Krasnoyarskiy,RU,56.2683,90.5708
KYZ,Kyzyl Airport,Kyzyl,Republic-of-Tyva,RU,51.6694,94.4006
OVB,Tolmachevo Airport,Novosibirsk,Novosibirsk,RU,55.0126,82.6507
OMS,Omsk Central Airport,Omsk,Omsk,RU,54.967,73.3105
SWT,Strezhevoy Airport,Strezhevoy,Tomsk,RU,60.7094,77.66
TOF,Bogashevo Airport,Tomsk,Tomsk,RU,56.3803,85.2083
NOZ,Spichenkovo Airport,Novokuznetsk,Kemerovo,RU,53.8114,86.8772
DKS,Dikson Airport,Dikson,Krasnoyarskiy,RU,73.51781,80.37967
HTG,Khatanga Airport,Khatanga,Krasnoyarskiy,RU,71.9781,102.491
IAA,Igarka Airport,Igarka,Krasnoyarskiy,RU,67.4372,86.6219
NSK,Norilsk-Alykel Airport,Norilsk,Krasnoyarskiy,RU,69.3111,87.3322
THX,Turukhansk Airport,Turukhansk,Krasnoyarskiy,RU,65.7972,87.9353
UKS,Sevastopol International Airport,Sevastopol,Crimea,UA,44.689,33.571
AAQ,Anapa Airport,Anapa,Krasnodarskiy,RU,45.0021,37.3473
EIK,Yeysk Airport,Yeysk,Krasnodarskiy,RU,46.68,38.21
GDZ,Gelendzhik Airport,Gelendzhik,Krasnodarskiy,RU,44.58209,38.01248
KRR,Krasnodar International Airport,Krasnodar,Krasnodarskiy,RU,45.0347,39.1705
GRV,Grozny North Airport,Grozny,Chechnya,RU,43.3883,45.6986
MCX,Uytash Airport,Makhachkala,Dagestan,RU,42.8168,47.6523
MRV,Mineralnyye Vody Airport,Mineralnyye Vody,Stavropol'skiy,RU,44.2251,43.0819
NAL,Nalchik Airport,Nalchik,Kabardino-Balkariya,RU,43.5129,43.6366
OGZ,Beslan Airport,Beslan,North Ossetia,RU,43.2051,44.6066
IGT,Magas Airport,Magas,Ingushetiya,RU,43.3223,45.0126
STW,Stavropol Shpakovskoye Airport,Stavropol,Stavropol'skiy,RU,45.1092,42.1128
ROV,Platov International Airport,Rostov-on-Don,Rostov,RU,47.50083,39.93361
RVI,Rostov-na-Donu Airport,Rostov-on-Don,Rostov,RU,47.2582,39.8181
TGK,Taganrog Yuzhny Airport,Taganrog,Rostov,RU,47.2,38.85
VLK,Zavetnoe Airport,,Rostov,RU,46.5443,43.6457
AER,Sochi International Airport,Sochi,Krasnodarskiy,RU,43.4499,39.9566
ASF,Astrakhan Airport,Astrakhan,Astrakhan,RU,46.2833,48.0063
ESL,Elista Airport,Elista,Kalmykiya,RU,46.3739,44.3309
VOG,Volgograd International Airport,Volgograd,Volgograd,RU,48.7825,44.3455
CEK,Chelyabinsk Balandino Airport,Chelyabinsk,Chelyabinsk,RU,55.3058,61.5033
MQF,Magnitogorsk International Airport,Magnitogorsk,Bashkortostan,RU,53.3931,58.7557
SBT,Sabetta Airport,Sabetta,Yamalo-Nenets,RU,71.215,72.038
BVJ,Bovanenkovo,Bovanenkovo,Yamalo-Nenets,RU,70.31528,68.33361
SLY,Salekhard Airport,Salekhard,Yamalo-Nenets,RU,66.5908,66.611
YMK,Mys Kamenny Airport,Mys Kamennyi,Yamalo-Nenets,RU,68.483,73.567
KKQ,Krasnoselkup Airport,Krasnoselkup,Yamalo-Nenets,RU,65.717,82.455
TQL,Tarko-Sale Airport,Tarko-Sale,Yamalo-Nenets,RU,64.9308,77.8181
UEN,Urengoy Airport,Urengoy,Yamalo-Nenets,RU,65.96,78.437
EZV,Berezovo Airport,,Khanty-Mansia,RU,63.921,65.0305
HMA,Khanty Mansiysk Airport,Khanty-Mansiysk,Khanty-Mansia,RU,61.0285,69.0861
IRM,Igrim Airport,,Khanty-Mansia,RU,63.1988,64.4393
KXD,Kondinskoye Airport,Kondinskoye,Khanty-Mansia,RU,59.65508,67.43005
NYA,Nyagan Airport,Nyagan,Khanty-Mansia,RU,62.11,65.615
OVS,Sovetskiy Airport,Sovetskiy,Khanty-Mansia,RU,61.32662,63.60191
URJ,Uray Airport,Uray,Khanty-Mansia,RU,60.1033,64.8267
IJK,Izhevsk Airport,Izhevsk,Udmurtiya,RU,56.8281,53.4575
KVX,Pobedilovo Airport,Kirov,Kirov,RU,58.5033,49.3483
NYM,Nadym Airport,Nadym,Yamalo-Nenets,RU,65.4809,72.6989
NUX,Novy Urengoy Airport,Novy Urengoy,Yamalo-Nenets,RU,66.0694,76.5203
NJC,Nizhnevartovsk Airport,Nizhnevartovsk,Khanty-Mansia,RU,60.9493,76.4836
PEE,Bolshoye Savino Airport,Perm,Perm,RU,57.9145,56.0212
KGP,Kogalym International Airport,Kogalym,Khanty-Mansia,RU,62.1904,74.5338
NFG,Nefteyugansk Airport,Nefteyugansk,Khanty-Mansia,RU,61.1083,72.65
NOJ,Noyabrsk Airport,Noyabrsk,Yamalo-Nenets,RU,63.1833,75.27
SGC,Surgut Airport,Surgut,Khanty-Mansia,RU,61.3437,73.4018
SVX,Koltsovo Airport,Yekaterinburg,Sverdlovsk,RU,56.7431,60.8027
TOX,Tobolsk Airport,Tobolsk,Tyumenskaya,RU,58.1358,68.2319
TJM,Roshchino International Airport,Tyumen,Tyumenskaya,RU,57.1896,65.3243
KRO,Kurgan Airport,Kurgan,Kurgan,RU,55.4753,65.4156
GMV,Monument Valley Airport,Monument Valley,Utah,US,37.01667,-110.20068
ASB,Ashgabat Airport,Ashgabat,Ashgabat,TM,37.9868,58.361
KEA,Kerki International Airport,Kerki,Lebap,TM,37.808889,65.2125
KRW,Turkmenbashi Airport,Krasnovodsk,,TM,40.0633,53.0072
MYP,Mary Airport,Mary,,TM,37.6194,61.8967
BKN,Balkanabat International Airport,Jebel,Balkan,TM,39.6805,54.204667
TAZ,Dashoguz Airport,Dashoguz,Daşoguz,TM,41.7611,59.8267
CRZ,Turkmenabat International Airport,Turkmenabat,Lebap,TM,39.0833,63.6133
DYU,Dushanbe Airport,Dushanbe,Dushanbe,TJ,38.5433,68.825
TJU,Kulob Airport,Kulyab,Khatlon,TJ,37.9881,69.805
LBD,Khudzhand Airport,Khudzhand,Viloyati-Sughd,TJ,40.2154,69.6947
KQT,Qurghonteppa International Airport,Kurgan-Tyube,Khatlon,TJ,37.8664,68.8647
